"","int","age","period","cohort","y","c.cohort","c.period","age2"
"2638",1,18,19,1,-11.7174488286937,-6.1826,-4.1206,0
"2639",1,12,24,12,-0.794770676371791,-17.1826,-9.1206,-6
"2640",1,30,2,-28,-37.4578641740151,22.8174,12.8794,12
"2641",1,19,7,-12,-19.9114347207687,6.8174,7.8794,1
"2642",1,26,9,-17,-27.8953944894406,11.8174,5.8794,8
"2643",1,22,0,-22,-28.0248453875303,16.8174,14.8794,4
"2644",1,17,16,-1,-12.0177837705405,-4.1826,-1.1206,-1
"2645",1,23,9,-14,-24.0429609288935,8.8174,5.8794,5
"2646",1,25,30,5,-14.2357548830282,-10.1826,-15.1206,7
"2647",1,26,14,-12,-24.5686589196196,6.8174,0.8794,8
"2648",1,23,16,-7,-19.9729123627701,1.8174,-1.1206,5
"2649",1,15,11,-4,-12.3043681602963,-1.1826,3.8794,-3
"2650",1,28,8,-20,-30.9898243285654,14.8174,6.8794,10
"2651",1,21,0,-21,-26.8424751014317,15.8174,14.8794,3
"2652",1,16,27,11,-4.08346818825694,-16.1826,-12.1206,-2
"2653",1,25,9,-16,-26.4338999689336,10.8174,5.8794,7
"2654",1,18,30,12,-5.15502522761875,-17.1826,-15.1206,0
"2655",1,23,27,4,-13.1730371216158,-9.1826,-12.1206,5
"2656",1,10,23,13,1.01451105724651,-18.1826,-8.1206,-8
"2657",1,19,22,3,-10.8363814659006,-8.1826,-7.1206,1
"2658",1,18,8,-10,-18.0991230896006,4.8174,6.8794,0
"2659",1,9,16,7,-1.66834183384519,-12.1826,-1.1206,-9
"2660",1,16,22,6,-7.09314338902698,-11.1826,-7.1206,-2
"2661",1,28,27,-1,-19.8128518364221,-4.1826,-12.1206,10
"2662",1,21,16,-5,-17.282263684281,-0.1826,-1.1206,3
"2663",1,22,29,7,-10.9014445347634,-12.1826,-14.1206,4
"2664",1,26,20,-6,-21.3007665355038,0.8174,-5.1206,8
"2665",1,22,27,5,-12.2548561660768,-10.1826,-12.1206,4
"2666",1,14,3,-11,-15.9031762980636,5.8174,11.8794,-4
"2667",1,21,20,-1,-14.8328531729474,-4.1826,-5.1206,3
"2668",1,21,28,7,-10.03854988061,-12.1826,-13.1206,3
"2669",1,24,5,-19,-27.888197423064,13.8174,9.8794,6
"2670",1,18,14,-4,-14.418047401595,-1.1826,0.8794,0
"2671",1,20,26,6,-10.085508369019,-11.1826,-11.1206,2
"2672",1,15,23,8,-5.07557086186776,-13.1826,-8.1206,-3
"2673",1,23,21,-2,-16.5182027593081,-3.1826,-6.1206,5
"2674",1,22,12,-10,-21.0123558506227,4.8174,2.8794,4
"2675",1,7,30,23,9.09783664016626,-28.1826,-15.1206,-11
"2676",1,20,8,-12,-20.8479068143701,6.8174,6.8794,2
"2677",1,25,30,5,-14.1403750493958,-10.1826,-15.1206,7
"2678",1,18,28,10,-6.01836129253924,-15.1826,-13.1206,0
"2679",1,12,0,-12,-15.0455591432561,6.8174,14.8794,-6
"2680",1,22,1,-21,-27.5783655365648,15.8174,13.8794,4
"2681",1,15,27,12,-2.7083628648028,-17.1826,-12.1206,-3
"2682",1,19,20,1,-12.3695486841672,-6.1826,-5.1206,1
"2683",1,24,5,-19,-27.4555452934834,13.8174,9.8794,6
"2684",1,18,23,5,-8.85769586805766,-10.1826,-8.1206,0
"2685",1,20,1,-19,-25.0046683103245,13.8174,13.8794,2
"2686",1,16,11,-5,-13.5422308126723,-0.1826,3.8794,-2
"2687",1,18,11,-7,-16.4480115732369,1.8174,3.8794,0
"2688",1,28,24,-4,-21.2702669634324,-1.1826,-9.1206,10
"2689",1,20,29,9,-8.19614229841399,-14.1826,-14.1206,2
"2690",1,12,13,1,-7.11882338720997,-6.1826,1.8794,-6
"2691",1,21,6,-15,-23.2538389585995,9.8174,8.8794,3
"2692",1,23,0,-23,-29.5229385759305,17.8174,14.8794,5
"2693",1,17,26,9,-6.13603609425157,-14.1826,-11.1206,-1
"2694",1,24,10,-14,-24.7961461253394,8.8174,4.8794,6
"2695",1,18,10,-8,-16.8469842405807,2.8174,4.8794,0
"2696",1,13,20,7,-4.22421874712521,-12.1826,-5.1206,-5
"2697",1,32,5,-27,-38.3299091624885,21.8174,9.8794,14
"2698",1,26,0,-26,-33.272344496068,20.8174,14.8794,8
"2699",1,25,0,-25,-32.0342741220764,19.8174,14.8794,7
"2700",1,24,27,3,-14.4880109519001,-8.1826,-12.1206,6
"2701",1,19,0,-19,-23.9722444494171,13.8174,14.8794,1
"2702",1,22,28,6,-11.4993536106115,-11.1826,-13.1206,4
"2703",1,25,13,-12,-24.2415268730028,6.8174,1.8794,7
"2704",1,21,8,-13,-21.9776724963917,7.8174,6.8794,3
"2705",1,23,24,1,-15.1022813769527,-6.1826,-9.1206,5
"2706",1,25,1,-24,-31.4265755583496,18.8174,13.8794,7
"2707",1,23,28,5,-12.4322903808263,-10.1826,-13.1206,5
"2708",1,29,13,-16,-29.5390380937873,10.8174,1.8794,11
"2709",1,16,12,-4,-12.9736926358074,-1.1826,2.8794,-2
"2710",1,21,30,9,-8.7412084607614,-14.1826,-15.1206,3
"2711",1,13,15,2,-7.36057160412415,-7.1826,-0.1206,-5
"2712",1,23,20,-3,-17.6240619479665,-2.1826,-5.1206,5
"2713",1,26,15,-11,-24.2793847157899,5.8174,-0.1206,8
"2714",1,23,9,-14,-23.9816556154248,8.8174,5.8794,5
"2715",1,16,23,7,-6.83035520418049,-12.1826,-8.1206,-2
"2716",1,24,24,0,-16.4120607195893,-5.1826,-9.1206,6
"2717",1,18,8,-10,-18.1474478979005,4.8174,6.8794,0
"2718",1,17,2,-15,-20.1715950223341,9.8174,12.8794,-1
"2719",1,21,22,1,-13.4804657996143,-6.1826,-7.1206,3
"2720",1,16,8,-8,-15.3682560144836,2.8174,6.8794,-2
"2721",1,20,5,-15,-22.4818786902367,9.8174,9.8794,2
"2722",1,29,7,-22,-33.0626079801925,16.8174,7.8794,11
"2723",1,22,22,0,-14.8479253174497,-5.1826,-7.1206,4
"2724",1,22,22,0,-14.6607578811645,-5.1826,-7.1206,4
"2725",1,17,19,2,-10.3611271710897,-7.1826,-4.1206,-1
"2726",1,19,4,-15,-22.0713548750623,9.8174,10.8794,1
"2727",1,16,27,11,-4.03648402008196,-16.1826,-12.1206,-2
"2728",1,20,6,-14,-21.7549957976373,8.8174,8.8794,2
"2729",1,19,24,5,-9.9204994633576,-10.1826,-9.1206,1
"2730",1,20,29,9,-7.98967389066107,-14.1826,-14.1206,2
"2731",1,27,20,-7,-22.4212555299453,1.8174,-5.1206,9
"2732",1,26,26,0,-17.5516451866504,-5.1826,-11.1206,8
"2733",1,15,18,3,-8.31350853279355,-8.1826,-3.1206,-3
"2734",1,22,18,-4,-17.2936760707178,-1.1826,-3.1206,4
"2735",1,24,10,-14,-24.7122962045206,8.8174,4.8794,6
"2736",1,17,7,-10,-17.4354242508314,4.8174,7.8794,-1
"2737",1,25,21,-4,-19.4083902639552,-1.1826,-6.1206,7
"2738",1,19,5,-14,-21.0454954396456,8.8174,9.8794,1
"2739",1,19,8,-11,-19.5343665356256,5.8174,6.8794,1
"2740",1,24,0,-24,-30.8021929814291,18.8174,14.8794,6
"2741",1,28,25,-3,-20.898109607133,-2.1826,-10.1206,10
"2742",1,21,15,-6,-17.585616978418,0.8174,-0.1206,3
"2743",1,19,20,1,-12.1358821583589,-6.1826,-5.1206,1
"2744",1,21,24,3,-12.4532392355796,-8.1826,-9.1206,3
"2745",1,19,20,1,-12.3213990738894,-6.1826,-5.1206,1
"2746",1,20,17,-3,-15.5467274407693,-2.1826,-2.1206,2
"2747",1,33,0,-33,-42.3941245241339,27.8174,14.8794,15
"2748",1,21,18,-3,-15.7923071813686,-2.1826,-3.1206,3
"2749",1,16,17,1,-10.0800879171314,-6.1826,-2.1206,-2
"2750",1,16,3,-13,-18.4658382397793,7.8174,11.8794,-2
"2751",1,22,29,7,-10.7337296907192,-12.1826,-14.1206,4
"2752",1,30,12,-18,-31.3919533744311,12.8174,2.8794,12
"2753",1,10,17,7,-2.41868615332156,-12.1826,-2.1206,-8
"2754",1,23,30,7,-11.4528550361894,-12.1826,-15.1206,5
"2755",1,22,4,-18,-25.5832198512984,12.8174,10.8794,4
"2756",1,24,30,6,-12.9000970581784,-11.1826,-15.1206,6
"2757",1,16,4,-12,-17.9487270650241,6.8174,10.8794,-2
"2758",1,20,4,-16,-23.3501606548818,10.8174,10.8794,2
"2759",1,20,14,-6,-16.9194228497659,0.8174,0.8794,2
"2760",1,18,4,-14,-20.3306177343617,8.8174,10.8794,0
"2761",1,15,20,5,-6.94567604915002,-10.1826,-5.1206,-3
"2762",1,22,15,-7,-19.301433139523,1.8174,-0.1206,4
"2763",1,22,23,1,-14.1588332013766,-6.1826,-8.1206,4
"2764",1,16,25,9,-5.39983307809671,-14.1826,-10.1206,-2
"2765",1,24,22,-2,-17.4281920563035,-3.1826,-7.1206,6
"2766",1,21,5,-16,-23.8263916756424,10.8174,9.8794,3
"2767",1,12,30,18,2.81112849500018,-23.1826,-15.1206,-6
"2768",1,17,3,-14,-19.7679546317769,8.8174,11.8794,-1
"2769",1,20,16,-4,-15.5634569964618,-1.1826,-1.1206,2
"2770",1,29,24,-5,-23.1677889994954,-0.1826,-9.1206,11
"2771",1,23,4,-19,-26.8192608456372,13.8174,10.8794,5
"2772",1,16,29,13,-2.7756855228484,-18.1826,-14.1206,-2
"2773",1,18,27,9,-6.66608837239282,-14.1826,-12.1206,0
"2774",1,19,8,-11,-19.4554162269883,5.8174,6.8794,1
"2775",1,15,30,15,-1.18261508816765,-20.1826,-15.1206,-3
"2776",1,22,30,8,-9.87160276508827,-13.1826,-15.1206,4
"2777",1,17,19,2,-10.1581696803265,-7.1826,-4.1206,-1
"2778",1,19,30,11,-6.21942359581326,-16.1826,-15.1206,1
"2779",1,24,15,-9,-21.5804772680977,3.8174,-0.1206,6
"2780",1,21,27,6,-10.7612556267212,-11.1826,-12.1206,3
"2781",1,16,3,-13,-18.4808579713557,7.8174,11.8794,-2
"2782",1,18,1,-17,-22.441057415338,11.8174,13.8794,0
"2783",1,21,13,-8,-18.7741061894653,2.8174,1.8794,3
"2784",1,17,12,-5,-14.6674087677902,-0.1826,2.8794,-1
"2785",1,31,2,-29,-38.5818891398278,23.8174,12.8794,13
"2786",1,20,26,6,-9.82774293749445,-11.1826,-11.1206,2
"2787",1,22,24,2,-13.6710989842855,-7.1826,-9.1206,4
"2788",1,16,2,-14,-18.9793972132914,8.8174,12.8794,-2
"2789",1,16,15,-1,-11.0081895380232,-4.1826,-0.1206,-2
"2790",1,25,17,-8,-21.6274072376468,2.8174,-2.1206,7
"2791",1,26,29,3,-15.7855056269532,-8.1826,-14.1206,8
"2792",1,11,29,18,3.61816600626546,-23.1826,-14.1206,-7
"2793",1,27,26,-1,-19.1181940914969,-4.1826,-11.1206,9
"2794",1,20,24,4,-11.1991326735124,-9.1826,-9.1206,2
"2795",1,23,19,-4,-18.0228208003778,-1.1826,-4.1206,5
"2796",1,17,29,12,-4.1113230339308,-17.1826,-14.1206,-1
"2797",1,17,24,7,-7.03193031351375,-12.1826,-9.1206,-1
"2798",1,24,13,-11,-22.7716424786227,5.8174,1.8794,6
"2799",1,11,26,15,1.79340854067131,-20.1826,-11.1206,-7
"2800",1,15,20,5,-7.04613980496391,-10.1826,-5.1206,-3
"2801",1,24,18,-6,-19.892441917369,0.8174,-3.1206,6
"2802",1,12,7,-5,-10.752003783021,-0.1826,7.8794,-6
"2803",1,24,11,-13,-24.0689421230173,7.8174,3.8794,6
"2804",1,20,10,-10,-19.5882355144215,4.8174,4.8794,2
"2805",1,18,27,9,-6.43926273816656,-14.1826,-12.1206,0
"2806",1,15,26,11,-3.20039140903965,-16.1826,-11.1206,-3
"2807",1,17,15,-2,-12.4278237685019,-3.1826,-0.1206,-1
"2808",1,15,7,-8,-14.8414270314095,2.8174,7.8794,-3
"2809",1,21,23,2,-13.203374800027,-7.1826,-8.1206,3
"2810",1,18,4,-14,-20.6314580326113,8.8174,10.8794,0
"2811",1,21,11,-10,-20.6462052750972,4.8174,3.8794,3
"2812",1,23,10,-13,-23.0629666062779,7.8174,4.8794,5
"2813",1,8,0,-8,-9.82264691296422,2.8174,14.8794,-10
"2814",1,25,15,-10,-22.9889939593434,4.8174,-0.1206,7
"2815",1,17,27,10,-5.33806224032995,-15.1826,-12.1206,-1
"2816",1,19,7,-12,-19.9633798393499,6.8174,7.8794,1
"2817",1,24,11,-13,-24.1772165633586,7.8174,3.8794,6
"2818",1,22,29,7,-10.8639509479873,-12.1826,-14.1206,4
"2819",1,18,12,-6,-15.7238217167476,0.8174,2.8794,0
"2820",1,20,25,5,-10.4386546137062,-10.1826,-10.1206,2
"2821",1,20,30,10,-7.51750339443121,-15.1826,-15.1206,2
"2822",1,24,27,3,-14.646329430203,-8.1826,-12.1206,6
"2823",1,23,4,-19,-26.9155412351772,13.8174,10.8794,5
"2824",1,31,13,-18,-32.1122957327377,12.8174,1.8794,13
"2825",1,20,10,-10,-19.5873798096435,4.8174,4.8794,2
"2826",1,15,14,-1,-10.7036619317534,-4.1826,0.8794,-3
"2827",1,15,29,14,-1.4078377133789,-19.1826,-14.1206,-3
"2828",1,22,5,-17,-25.2526743560476,11.8174,9.8794,4
"2829",1,20,13,-7,-17.7034135679507,1.8174,1.8794,2
"2830",1,22,10,-12,-21.7969140999479,6.8174,4.8794,4
"2831",1,18,2,-16,-21.6174272067332,10.8174,12.8794,0
"2832",1,20,12,-8,-18.218021294868,2.8174,2.8794,2
"2833",1,23,5,-18,-26.2745868798869,12.8174,9.8794,5
"2834",1,24,3,-21,-28.8920626317947,15.8174,11.8794,6
"2835",1,13,20,7,-4.30910068083544,-12.1826,-5.1206,-5
"2836",1,25,1,-24,-31.3134953553706,18.8174,13.8794,7
"2837",1,25,3,-22,-30.2288359437574,16.8174,11.8794,7
"2838",1,13,8,-5,-11.5060413786156,-0.1826,6.8794,-5
"2839",1,19,9,-10,-18.9340323666564,4.8174,5.8794,1
"2840",1,26,8,-18,-28.4903976453274,12.8174,6.8794,8
"2841",1,23,5,-18,-26.1754615688969,12.8174,9.8794,5
"2842",1,13,25,12,-1.29547289619628,-17.1826,-10.1206,-5
"2843",1,22,15,-7,-19.3707444552532,1.8174,-0.1206,4
"2844",1,23,22,-1,-16.2076007670648,-4.1826,-7.1206,5
"2845",1,22,20,-2,-16.1149998426405,-3.1826,-5.1206,4
"2846",1,27,17,-10,-24.2712711150504,4.8174,-2.1206,9
"2847",1,17,25,8,-6.77510741842086,-13.1826,-10.1206,-1
"2848",1,20,20,0,-13.4847925114459,-5.1826,-5.1206,2
"2849",1,21,1,-20,-26.0742019430045,14.8174,13.8794,3
"2850",1,17,26,9,-5.96758559281821,-14.1826,-11.1206,-1
"2851",1,19,1,-18,-23.6048640741334,12.8174,13.8794,1
"2852",1,23,1,-22,-28.8776747141304,16.8174,13.8794,5
"2853",1,26,5,-21,-30.3618397930844,15.8174,9.8794,8
"2854",1,25,16,-9,-22.2472069196211,3.8174,-1.1206,7
"2855",1,18,4,-14,-20.661874682655,8.8174,10.8794,0
"2856",1,12,16,4,-5.44994301547138,-9.1826,-1.1206,-6
"2857",1,13,27,14,-0.217225051817284,-19.1826,-12.1206,-5
"2858",1,14,7,-7,-13.7129389575515,1.8174,7.8794,-4
"2859",1,22,7,-15,-23.7189490626595,9.8174,7.8794,4
"2860",1,16,0,-16,-20.2491703761378,10.8174,14.8794,-2
"2861",1,18,9,-9,-17.4254551106881,3.8174,5.8794,0
"2862",1,25,1,-24,-31.1620052871107,18.8174,13.8794,7
"2863",1,14,21,7,-4.98700687259005,-12.1826,-6.1206,-4
"2864",1,20,23,3,-11.8125452424732,-8.1826,-8.1206,2
"2865",1,16,23,7,-6.57301267245822,-12.1826,-8.1206,-2
"2866",1,18,18,0,-11.9466462971177,-5.1826,-3.1206,0
"2867",1,31,27,-4,-23.5272975657159,-1.1826,-12.1206,13
"2868",1,13,6,-7,-12.8508269426778,1.8174,8.8794,-5
"2869",1,20,8,-12,-20.5495301229506,6.8174,6.8794,2
"2870",1,17,27,10,-5.35865379751802,-15.1826,-12.1206,-1
"2871",1,24,13,-11,-22.9858360574786,5.8174,1.8794,6
"2872",1,24,11,-13,-24.0745558336275,7.8174,3.8794,6
"2873",1,18,27,9,-6.88843577774912,-14.1826,-12.1206,0
"2874",1,22,27,5,-11.8702514498561,-10.1826,-12.1206,4
"2875",1,31,22,-9,-26.4866487658713,3.8174,-7.1206,13
"2876",1,26,7,-19,-29.1966629802071,13.8174,7.8794,8
"2877",1,23,0,-23,-29.5840423689994,17.8174,14.8794,5
"2878",1,19,12,-7,-17.0722503963648,1.8174,2.8794,1
"2879",1,24,8,-16,-25.7209031387068,10.8174,6.8794,6
"2880",1,29,5,-24,-34.4900768684213,18.8174,9.8794,11
"2881",1,20,18,-2,-14.863167740042,-3.1826,-3.1206,2
"2882",1,12,13,1,-7.4233249492437,-6.1826,1.8794,-6
"2883",1,23,1,-22,-29.0433098378472,16.8174,13.8794,5
"2884",1,25,10,-15,-25.9258252604712,9.8174,4.8794,7
"2885",1,33,2,-31,-41.13502326258,25.8174,12.8794,15
"2886",1,18,20,2,-11.0783156502812,-7.1826,-5.1206,0
"2887",1,13,5,-8,-13.3829144717814,2.8174,9.8794,-5
"2888",1,12,21,9,-2.41538083359276,-14.1826,-6.1206,-6
"2889",1,23,29,6,-12.0718829342815,-11.1826,-14.1206,5
"2890",1,23,18,-5,-18.4576293130164,-0.1826,-3.1206,5
"2891",1,19,18,-1,-13.2374753411018,-4.1826,-3.1206,1
"2892",1,13,7,-6,-12.3854833442291,0.8174,7.8794,-5
"2893",1,20,2,-18,-24.3239819728215,12.8174,12.8794,2
"2894",1,25,8,-17,-27.2919081594922,11.8174,6.8794,7
"2895",1,22,9,-13,-22.4785617512382,7.8174,5.8794,4
"2896",1,30,22,-8,-25.3751100959045,2.8174,-7.1206,12
"2897",1,24,27,3,-14.3607833069067,-8.1826,-12.1206,6
"2898",1,26,25,-1,-18.3988119554261,-4.1826,-10.1206,8
"2899",1,14,1,-13,-17.0625772574207,7.8174,13.8794,-4
"2900",1,16,4,-12,-18.1678261238833,6.8174,10.8794,-2
"2901",1,21,19,-2,-15.4594542629415,-3.1826,-4.1206,3
"2902",1,27,20,-7,-22.7696363807205,1.8174,-5.1206,9
"2903",1,20,21,1,-12.7558585804034,-6.1826,-6.1206,2
"2904",1,24,27,3,-14.5646924001076,-8.1826,-12.1206,6
"2905",1,19,7,-12,-20.0966195503129,6.8174,7.8794,1
"2906",1,18,7,-11,-18.8784341150124,5.8174,7.8794,0
"2907",1,28,4,-24,-33.6126561241424,18.8174,10.8794,10
"2908",1,20,30,10,-7.54977270319689,-15.1826,-15.1206,2
"2909",1,22,7,-15,-23.6865566432441,9.8174,7.8794,4
"2910",1,17,12,-5,-14.2230999079943,-0.1826,2.8794,-1
"2911",1,24,23,-1,-16.6257768078138,-4.1826,-8.1206,6
"2912",1,21,27,6,-10.6274731701363,-11.1826,-12.1206,3
"2913",1,20,3,-17,-23.6785613171658,11.8174,11.8794,2
"2914",1,27,11,-16,-27.891704164005,10.8174,3.8794,9
"2915",1,18,27,9,-6.72087355644006,-14.1826,-12.1206,0
"2916",1,20,10,-10,-19.6796887895568,4.8174,4.8794,2
"2917",1,25,16,-9,-22.430200642917,3.8174,-1.1206,7
"2918",1,20,7,-13,-21.4707555573536,7.8174,7.8794,2
"2919",1,23,21,-2,-16.9869944703811,-3.1826,-6.1206,5
"2920",1,14,17,3,-7.29513851969037,-8.1826,-2.1206,-4
"2921",1,16,0,-16,-20.2975864669315,10.8174,14.8794,-2
"2922",1,20,2,-18,-24.3588799429471,12.8174,12.8794,2
"2923",1,20,29,9,-8.32028628701303,-14.1826,-14.1206,2
"2924",1,21,2,-19,-25.6935539771122,13.8174,12.8794,3
"2925",1,16,15,-1,-11.3149488131746,-4.1826,-0.1206,-2
"2926",1,16,11,-5,-13.1743974793007,-0.1826,3.8794,-2
"2927",1,21,13,-8,-19.1518291532429,2.8174,1.8794,3
"2928",1,16,24,8,-5.7750935961391,-13.1826,-9.1206,-2
"2929",1,14,25,11,-2.68942998818307,-16.1826,-10.1206,-4
"2930",1,21,0,-21,-26.878393878223,15.8174,14.8794,3
"2931",1,29,7,-22,-32.9935153667921,16.8174,7.8794,11
"2932",1,21,18,-3,-15.9193685875754,-2.1826,-3.1206,3
"2933",1,23,8,-15,-24.7107023093765,9.8174,6.8794,5
"2934",1,23,30,7,-11.3357147532415,-12.1826,-15.1206,5
"2935",1,23,26,3,-13.7352569251144,-8.1826,-11.1206,5
"2936",1,20,23,3,-11.902402804551,-8.1826,-8.1206,2
"2937",1,18,14,-4,-14.4036275637323,-1.1826,0.8794,0
"2938",1,17,2,-15,-20.4326074735283,9.8174,12.8794,-1
"2939",1,23,3,-20,-27.6772424689221,14.8174,11.8794,5
"2940",1,16,8,-8,-15.4434975827148,2.8174,6.8794,-2
"2941",1,22,2,-20,-26.9325491696035,14.8174,12.8794,4
"2942",1,15,8,-7,-14.1687888869807,1.8174,6.8794,-3
"2943",1,18,6,-12,-19.328756680265,6.8174,8.8794,0
"2944",1,17,30,13,-3.64042776218616,-18.1826,-15.1206,-1
"2945",1,16,4,-12,-18.3148294539048,6.8174,10.8794,-2
"2946",1,16,16,0,-10.5298409110603,-5.1826,-1.1206,-2
"2947",1,11,14,3,-5.38098439197721,-8.1826,0.8794,-7
"2948",1,21,23,2,-12.7669609932284,-7.1826,-8.1206,3
"2949",1,15,24,9,-4.69023739698356,-14.1826,-9.1206,-3
"2950",1,22,11,-11,-21.3539208383412,5.8174,3.8794,4
"2951",1,27,28,1,-17.7311380097151,-6.1826,-13.1206,9
"2952",1,9,2,-7,-9.94219835396914,1.8174,12.8794,-9
"2953",1,21,2,-19,-25.747131343639,13.8174,12.8794,3
"2954",1,18,16,-2,-13.1287001504448,-3.1826,-1.1206,0
"2955",1,19,22,3,-10.9732384825476,-8.1826,-7.1206,1
"2956",1,17,22,5,-8.49419281733719,-10.1826,-7.1206,-1
"2957",1,24,3,-21,-29.0783210782078,15.8174,11.8794,6
"2958",1,16,30,14,-2.42362385801727,-19.1826,-15.1206,-2
"2959",1,15,22,7,-5.84016209930574,-12.1826,-7.1206,-3
"2960",1,25,27,2,-15.9110809287911,-7.1826,-12.1206,7
"2961",1,25,20,-5,-20.0707570923215,-0.1826,-5.1206,7
"2962",1,21,21,0,-14.1971156350045,-5.1826,-6.1206,3
"2963",1,26,2,-24,-32.1688981924541,18.8174,12.8794,8
"2964",1,13,0,-13,-16.3490493608301,7.8174,14.8794,-5
"2965",1,20,17,-3,-15.3857935553583,-2.1826,-2.1206,2
"2966",1,27,19,-8,-23.0727992313739,2.8174,-4.1206,9
"2967",1,17,19,2,-10.0584132329466,-7.1826,-4.1206,-1
"2968",1,19,4,-15,-21.7627988892246,9.8174,10.8794,1
"2969",1,22,12,-10,-21.0718916375225,4.8174,2.8794,4
"2970",1,23,30,7,-11.5657923329044,-12.1826,-15.1206,5
"2971",1,13,21,8,-3.91949146466013,-13.1826,-6.1206,-5
"2972",1,18,14,-4,-14.5828076746167,-1.1826,0.8794,0
"2973",1,20,29,9,-8.06087204757985,-14.1826,-14.1206,2
"2974",1,18,26,8,-7.37596156585903,-13.1826,-11.1206,0
"2975",1,26,22,-4,-19.7369581558284,-1.1826,-7.1206,8
"2976",1,22,29,7,-10.9062305472551,-12.1826,-14.1206,4
"2977",1,26,9,-17,-27.6348070229062,11.8174,5.8794,8
"2978",1,14,19,5,-6.38566665851596,-10.1826,-4.1206,-4
"2979",1,19,16,-3,-14.5873119619428,-2.1826,-1.1206,1
"2980",1,21,24,3,-12.4206361841503,-8.1826,-9.1206,3
"2981",1,22,7,-15,-23.6931297643942,9.8174,7.8794,4
"2982",1,22,30,8,-10.2185752588852,-13.1826,-15.1206,4
"2983",1,11,9,-2,-8.33235885532492,-3.1826,5.8794,-7
"2984",1,19,18,-1,-13.3092185778781,-4.1826,-3.1206,1
"2985",1,21,13,-8,-18.8461385620849,2.8174,1.8794,3
"2986",1,24,28,4,-13.826749500333,-9.1826,-13.1206,6
"2987",1,15,9,-6,-13.7323346971122,0.8174,5.8794,-3
"2988",1,28,9,-19,-30.5589278060989,13.8174,5.8794,10
"2989",1,19,6,-13,-20.452339075645,7.8174,8.8794,1
"2990",1,11,15,4,-4.86740183964985,-9.1826,-0.1206,-7
"2991",1,19,1,-18,-23.6969698595743,12.8174,13.8794,1
"2992",1,14,7,-7,-13.4605429799822,1.8174,7.8794,-4
"2993",1,29,9,-20,-31.9649159594009,14.8174,5.8794,11
"2994",1,17,14,-3,-12.8029927514938,-2.1826,0.8794,-1
"2995",1,19,22,3,-10.8686856048848,-8.1826,-7.1206,1
"2996",1,20,29,9,-8.27789330042925,-14.1826,-14.1206,2
"2997",1,16,22,6,-7.43795900417022,-11.1826,-7.1206,-2
"2998",1,22,14,-8,-19.4831290460582,2.8174,0.8794,4
"2999",1,16,21,5,-7.87227094639046,-10.1826,-6.1206,-2
"3000",1,18,8,-10,-18.5678600143485,4.8174,6.8794,0
"3001",1,15,9,-6,-13.4852771069353,0.8174,5.8794,-3
"3002",1,22,3,-19,-26.5651666221663,13.8174,11.8794,4
"3003",1,20,25,5,-10.4352967335863,-10.1826,-10.1206,2
"3004",1,26,10,-16,-27.1632141898371,10.8174,4.8794,8
"3005",1,23,25,2,-14.3799568841154,-7.1826,-10.1206,5
"3006",1,19,28,9,-7.62346693080821,-14.1826,-13.1206,1
"3007",1,16,30,14,-2.13878637917633,-19.1826,-15.1206,-2
"3008",1,16,1,-15,-19.7298475984594,9.8174,13.8794,-2
"3009",1,25,11,-14,-25.5575013475496,8.8174,3.8794,7
"3010",1,26,9,-17,-28.0040207526563,11.8174,5.8794,8
"3011",1,21,2,-19,-25.6575797467817,13.8174,12.8794,3
"3012",1,16,23,7,-6.37059486954902,-12.1826,-8.1206,-2
"3013",1,23,24,1,-14.7353859416885,-6.1826,-9.1206,5
"3014",1,29,23,-6,-23.3000966917615,0.8174,-8.1206,11
"3015",1,15,15,0,-9.79369508860494,-5.1826,-0.1206,-3
"3016",1,26,22,-4,-20.0810725575986,-1.1826,-7.1206,8
"3017",1,15,7,-8,-14.9098988912157,2.8174,7.8794,-3
"3018",1,19,11,-8,-17.4433030125066,2.8174,3.8794,1
"3019",1,21,3,-18,-25.1621187809809,12.8174,11.8794,3
"3020",1,21,28,7,-10.025108414013,-12.1826,-13.1206,3
"3021",1,16,28,12,-3.55512131040903,-17.1826,-13.1206,-2
"3022",1,23,26,3,-13.8667060558887,-8.1826,-11.1206,5
"3023",1,20,4,-16,-23.0643591077874,10.8174,10.8794,2
"3024",1,27,25,-2,-19.5198341618411,-3.1826,-10.1206,9
"3025",1,24,30,6,-12.433785019279,-11.1826,-15.1206,6
"3026",1,23,11,-12,-23.000048025325,6.8174,3.8794,5
"3027",1,14,1,-13,-17.0500177784714,7.8174,13.8794,-4
"3028",1,24,21,-3,-17.8296370590017,-2.1826,-6.1206,6
"3029",1,17,7,-10,-17.146757359513,4.8174,7.8794,-1
"3030",1,18,17,-1,-12.3601249031973,-4.1826,-2.1206,0
"3031",1,21,3,-18,-24.7935918930975,12.8174,11.8794,3
"3032",1,21,21,0,-14.0021567837129,-5.1826,-6.1206,3
"3033",1,24,7,-17,-26.4183499943195,11.8174,7.8794,6
"3034",1,28,20,-8,-23.75276309247,2.8174,-5.1206,10
"3035",1,20,10,-10,-19.7616276948186,4.8174,4.8794,2
"3036",1,29,6,-23,-33.1669446523969,17.8174,8.8794,11
"3037",1,23,6,-17,-25.5534539060836,11.8174,8.8794,5
"3038",1,23,27,4,-13.1684320186114,-9.1826,-12.1206,5
