"","a","a2","p","p2","x.cor","x.cor2","y1","y2","y3","y4"
"3025",5,25,12,144,7.0310648707673,49.4358732169379,6.57237162904733,4.57616719324773,2.08134731523321,5.47523613346514
"3026",6,36,12,144,6.1337126637809,37.6224310418262,6.53677201073051,6.99484868623288,2.73988568260776,3.94443611454659
"3027",7,49,12,144,4.59895373275504,21.1503754360215,5.44040691232874,5.5485377203347,2.81470753647425,4.2646766372664
"3028",8,64,12,144,3.3021220699884,10.9040101651045,7.23743718724991,4.91641281406014,2.68015202867688,4.82244343852664
"3029",9,81,12,144,2.15792403370142,4.65663613522621,5.09174689048643,6.14494080229835,1.76777797275482,5.55916529314048
"3030",10,100,12,144,2.04202987253666,4.16988600033208,5.79814181972136,4.02053187924215,4.12208375350715,4.83127831404791
"3031",11,121,12,144,0.187094936612993,0.03500451530622,5.35289577538334,3.15370751682465,3.23894195379394,4.55925989079519
"3032",12,144,12,144,-0.457905067130923,0.209677050504175,6.97681844185563,2.73285679357495,2.46682398555131,6.02659000960344
"3033",13,169,12,144,-1.06609724462032,1.13656333498705,5.44310575596071,2.69643885796712,2.47797293769945,4.89435932201794
"3034",14,196,12,144,-2.84520715288818,8.09520374284606,3.80302339480043,4.22491483785063,1.5672396008896,6.77395049175394
"3035",15,225,12,144,-2.03091443004087,4.12461342214822,3.46155601339671,3.43098790931181,1.14105342874176,4.58055155569884
"3036",16,256,12,144,-3.10200922051445,9.62246120415664,4.12850818159293,3.3676383053773,1.71915504556049,3.49124315828265
"3037",17,289,12,144,-5.05006425175816,25.5031489468857,2.02197542750714,1.10807205116037,1.22691163502764,5.63137917079337
"3038",18,324,12,144,-6.91693137958646,47.8439397099078,3.04739845062952,0.126686292167068,2.00115123372046,4.54907761467067
"3039",19,361,12,144,-6.95105907786638,48.3172223039885,1.64002132988256,1.33053146277793,-1.06591669349719,5.59200637536349
"3040",20,400,12,144,-7.32594927866012,53.6695328335007,2.37773726833707,0.993263128787175,0.0251209278264976,3.83639319867541
"3041",1,1,13,169,11.8790250718594,141.111236657863,6.80861793504434,6.1012459504292,5.29027788260496,6.44060827287096
"3042",2,4,13,169,11.6077629528008,134.740160768416,8.72605374680577,8.17159309597847,3.57594007060907,3.89426837005939
"3043",3,9,13,169,10.4940370284021,110.124813153474,7.9025490084275,6.77926331542098,3.85784138312098,4.19312513082459
"3044",4,16,13,169,8.65469546569511,74.9037536039235,7.66445290536311,7.31942992597731,3.74088725593944,3.97004217272183
"3045",5,25,13,169,7.68737719487399,59.0957681362687,5.96000988634141,6.43032739626135,4.0601114952914,6.20465504825131
"3046",6,36,13,169,7.49815112445503,56.2222702851663,8.43635378014011,6.63807314257803,5.50050236969667,5.54692508993193
"3047",7,49,13,169,5.08935746178031,25.9015593737789,9.32558055829273,4.10131126836909,5.00691713676414,6.36316494445066
"3048",8,64,13,169,4.73500250838697,22.4202487544309,6.87038070943114,6.00226538167859,3.86584541873333,6.13779004997883
"3049",9,81,13,169,4.93823483306915,24.3861632665375,6.59174549108791,3.43563194010113,4.71601161915966,5.30265644709428
"3050",10,100,13,169,3.28294669464231,10.7777389998628,6.67839555006839,4.99400856253864,4.34644140509919,4.33558413623596
"3051",11,121,13,169,2.94072383036837,8.64785664649642,5.91992522622065,5.65900845882418,3.37930101721625,6.48810969426693
"3052",12,144,13,169,0.0617010360583663,0.00380701785067582,8.844243061323,3.6205957163448,0.709478921135213,5.78421071021721
"3053",13,169,13,169,-0.899406572803855,0.808932183202776,6.18612909168588,3.55676284987259,3.10054908538926,5.53157846655039
"3054",14,196,13,169,-1.96933783218265,3.87829149726584,4.38371515093923,1.85485527502296,1.92899085723414,7.28482537383395
"3055",15,225,13,169,-2.81878162873909,7.94552987051699,3.93897157623318,2.85840594753374,1.97347130781891,7.24651943060801
"3056",16,256,13,169,-3.58123094122857,12.8252150544129,5.51114997483131,2.00269884815775,3.00312057707547,7.19087787520818
"3057",17,289,13,169,-4.21652308991179,17.7790669677593,5.59299902323013,0.865521780737996,0.0629052814079031,4.66576381851336
"3058",18,324,13,169,-4.40292978286743,19.385790672861,3.34482737613852,1.54954633259265,0.429398608374311,4.41209380433625
"3059",19,361,13,169,-6.14810262713581,37.7991659137943,3.26020401166162,2.64447721959316,0.76790746360824,6.2663151932094
"3060",20,400,13,169,-6.34413331048563,40.2480274612134,4.22932924162174,2.05916390338894,-0.085583779154081,4.36254342549947
"3061",1,1,14,196,13.5054696495645,182.397710455307,9.30925193145813,9.93165206057912,4.76603210694634,5.83907669177349
"3062",2,4,14,196,12.0429359329864,145.032305886016,11.3083626057452,8.35717886746603,5.83717691151344,5.91653520907023
"3063",3,9,14,196,11.8493401054293,140.406860934135,8.4645196400149,9.49318261288336,4.17891922868673,5.74740270186588
"3064",4,16,14,196,9.73899175878614,94.8479604777044,9.18177369307872,7.91891470168787,4.55647006770962,5.46974170264274
"3065",5,25,14,196,8.81413149740547,77.6889140535552,9.55984554624041,6.82803732174023,5.47513650428343,5.17588889544979
"3066",6,36,14,196,8.77996088890359,77.0877132106767,9.78616838119703,8.24953711286082,4.7561241598668,5.92507772435622
"3067",7,49,14,196,6.43827278539538,41.4513564591628,9.98392281105136,5.85365410841379,2.28417652335579,5.74243319457516
"3068",8,64,14,196,5.18700521346182,26.9050230844801,8.19867466476191,7.00763844692291,1.94491350818321,4.57169227094267
"3069",9,81,14,196,4.43605680484325,19.6785999757961,7.66453943195886,7.18478020443235,4.38431931260941,5.80553392371234
"3070",10,100,14,196,3.68142628762871,13.5528995112437,8.31885721417487,7.10396297831631,1.54142409105967,7.03063684244551
"3071",11,121,14,196,3.12901886552572,9.79075906081588,7.29723001884022,4.78859516125074,2.75633582775712,7.59732272845713
"3072",12,144,14,196,2.2719038054347,5.16154690114869,7.29319482743379,4.3765308761312,1.60472834490006,5.71705494761518
"3073",13,169,14,196,1.48351953132078,2.20083019981023,7.88188086883332,4.5745716274379,3.71401558197833,5.92492164281264
"3074",14,196,14,196,0.00891726417466998,7.95176003608527e-05,6.17076256762789,4.10378235595444,1.43343124197522,7.2577956999047
"3075",15,225,14,196,-0.419188122730702,0.17571868223849,4.99891222356241,4.41510562459368,2.19084279440428,5.74625205087384
"3076",16,256,14,196,-1.5399441937916,2.37142811999245,6.75759825549658,3.77137059886634,1.98137528794109,8.36810044858835
"3077",17,289,14,196,-2.66807113727555,7.11860359356283,5.39152224740754,3.0085891029605,-0.544606194604001,6.29071743524094
"3078",18,324,14,196,-3.47656540712342,12.0865070300072,5.13969998189593,3.37099499100059,0.793331368579715,6.46922260297117
"3079",19,361,14,196,-4.03386852610856,16.2720952859293,5.6785107717906,3.42843272723173,1.50204522339109,6.35564367064495
"3080",20,400,14,196,-6.50251978449523,42.2827635477519,5.22620265237841,2.51887515208503,-0.446836722471061,7.24597049810035
"3081",1,1,15,225,13.7458948972635,188.949626526615,9.68321184656571,7.74928892890644,3.14924236582315,5.39292254112239
"3082",2,4,15,225,12.6555844130926,160.163816836912,9.08649673527807,11.1199503680424,4.49967077898266,5.33429403642802
"3083",3,9,15,225,12.0980615550652,146.363093390147,12.4851020288117,9.4631136428531,3.27026870968515,7.83368528542502
"3084",4,16,15,225,11.9196931333281,142.079084392709,11.1489390030966,9.94219472588418,3.56758455619869,5.1230730553062
"3085",5,25,15,225,10.4551061838865,109.309245316342,10.3896695721513,8.89523446285603,3.97151689792722,6.44890719526655
"3086",6,36,15,225,9.94313003774732,98.8658349475531,11.0174191721849,9.25142020637698,4.5065859721749,6.58242773743701
"3087",7,49,15,225,7.14456083625555,51.0447495429566,9.33544224050978,8.14070364886377,1.67178344181363,5.0510488944038
"3088",8,64,15,225,7.77396641951054,60.4345538916776,10.7354789112137,7.38040000031578,4.4001009847406,8.24141737437425
"3089",9,81,15,225,5.042707094457,25.428894840487,7.37955247166004,6.56345306955883,3.11616301553563,7.95599041388315
"3090",10,100,15,225,5.41063235979527,29.2749425328638,11.0030121667614,8.25659307741605,5.15090151886241,7.40795522020408
"3091",11,121,15,225,4.28646513540298,18.3737833570253,7.74068022869869,4.89480414008318,2.41487958450087,5.29112547291915
"3092",12,144,15,225,2.99397251708433,8.96387143305628,9.74540042836354,6.25643981468204,2.88976404311388,7.00810719763868
"3093",13,169,15,225,1.83029013453051,3.34996197655973,7.02800681997834,4.71891076855512,4.26550748419088,7.40490666565307
"3094",14,196,15,225,1.15414838353172,1.33205849120888,7.45628722747605,6.70176783663587,3.34189355252652,7.00332512312561
"3095",15,225,15,225,-0.0855966028757393,0.00732677842386703,8.86595442537367,4.61840577035283,2.52822927067794,7.30043766160208
"3096",16,256,15,225,-0.201063936576247,0.0404267065915372,6.59926011676236,5.97555800754293,0.0705759730156044,6.32457790652765
"3097",17,289,15,225,-2.75483302120119,7.58910497470049,5.82231422671972,4.07307501226034,1.93925362113589,7.30039625705484
"3098",18,324,15,225,-3.45648004952818,11.9472543327863,6.27090734672703,3.52770084802188,1.72941717547357,6.58943906858397
"3099",19,361,15,225,-3.46414158819243,12.0002769430444,3.53967059914474,5.0607527647207,1.19752827053941,6.39531321249674
"3100",20,400,15,225,-5.39306895434856,29.0851927463583,3.30378264481147,2.82818982257499,-0.144628704641871,7.70893685288634
"3101",1,1,16,256,15.0704113366082,227.11729785457,10.5440323039815,10.3507969700831,6.03845962689364,5.06232999977266
"3102",2,4,16,256,14.6709822234698,215.237719401366,12.7242957327448,9.39127169461984,5.9137558682982,6.08318434264487
"3103",3,9,16,256,12.5496529885568,157.493790133192,11.5790660912462,10.6724663070731,6.44260730935654,7.69838664137356
"3104",4,16,16,256,12.3964685234241,153.672431852245,10.825581654907,9.7380355406943,5.07554640855398,6.6455266023968
"3105",5,25,16,256,10.1458761980757,102.938803826679,9.69836777493268,10.7330443481533,5.65500582864499,6.03544803292212
"3106",6,36,16,256,9.38756707729772,88.126415630764,10.8134715549904,9.75573169575528,6.20330178278235,7.2775999842812
"3107",7,49,16,256,9.32492615655065,86.9542478251224,11.3723082820525,10.7625539129295,4.13735205169146,7.62383156260106
"3108",8,64,16,256,7.65805623773485,58.6458253403097,10.3635984503058,9.70761562931247,4.73740521398033,5.70790090052399
"3109",9,81,16,256,6.24696533801034,39.0245759343027,9.31475498847248,6.43076204600403,4.1022079622805,7.51203584861734
"3110",10,100,16,256,6.7362785153091,45.3774482358149,9.41337363466618,7.14603193316089,3.99209740612604,5.57623414639565
"3111",11,121,16,256,5.73985076602548,32.9458868162433,10.1883255520195,6.98826762516636,5.01721004200775,6.24685120095306
"3112",12,144,16,256,4.70459413481876,22.1332059733711,11.1338372608618,9.09865582591802,4.90954236034369,7.95242083172234
"3113",13,169,16,256,3.64742135675624,13.3036825537215,8.88360420525449,7.33464200749375,4.17502470175596,7.44651972587406
"3114",14,196,16,256,2.92672434123233,8.56571536956181,7.85147840021062,5.09905933190514,2.74495439687377,7.47035329310271
"3115",15,225,16,256,1.53392179869115,2.3529160844999,5.92681073898202,6.22688020979463,3.16111542887,7.60163171718173
"3116",16,256,16,256,0.0454145288094878,0.0020624794269878,6.33088887354769,5.62353265552382,2.76145459420182,7.8972775193012
"3117",17,289,16,256,-1.54303227644414,2.38094860614838,6.17026421207563,5.33212422822426,2.47937742014456,6.33662930132972
"3118",18,324,16,256,-1.17291500791907,1.3757296158018,10.0955169725986,4.85213178179747,2.02033406391152,10.484685014214
"3119",19,361,16,256,-3.2639632713981,10.6534562370358,7.61739054475928,4.20385912568677,1.13805828875135,6.57276186637433
"3120",20,400,16,256,-3.76219861395657,14.1541384108567,5.34893543790595,2.91286840742719,0.294855931648584,8.96294960343795
"3121",1,1,17,289,15.7436913992278,247.86381887412,11.5680072519951,11.0474101332675,4.32008721546553,9.36920018696429
"3122",2,4,17,289,14.2437975066714,202.885767411058,12.7839738726244,10.8096611428096,5.21391969935681,7.34479778900572
"3123",3,9,17,289,13.3069274011068,177.074316858327,12.7975926423867,11.0829188912298,6.29237066346525,7.09272506780227
"3124",4,16,17,289,13.4130220096558,179.909159431512,12.1732913793223,10.5915354652135,4.69659554536547,5.79953277974674
"3125",5,25,17,289,11.7992040556855,139.221216347706,12.3048381002948,11.6120406968278,3.9973510478248,8.22181337878293
"3126",6,36,17,289,10.4026536280289,108.215202504743,12.7443711625769,9.31055191817461,6.83786580048327,7.03062082802413
"3127",7,49,17,289,10.7881419830956,116.384007447429,11.6814566176156,10.2052034159444,5.59951186054503,9.65664643339401
"3128",8,64,17,289,8.03380307694897,64.5419918791948,11.4587605208348,9.17842260334284,5.27597265961474,7.87660192509156
"3129",9,81,17,289,8.74247100902721,76.4307993436813,12.0803220173986,8.43317743311819,4.927732066417,9.76066083501933
"3130",10,100,17,289,6.53230474470183,42.6710052776541,11.3900014052347,9.01124724754606,4.25327725256462,9.01278741946666
"3131",11,121,17,289,5.85839801933616,34.3208273529619,10.1833169416464,8.84975210186121,1.60581052609172,7.20920603919054
"3132",12,144,17,289,4.70948570920154,22.1792556451736,9.26498971615866,6.91686310521981,3.06529660071439,9.89934850355985
"3133",13,169,17,289,4.56467772228643,20.8362827083381,11.2578024899449,8.68848911581249,5.56745021936466,9.74058521808448
"3134",14,196,17,289,3.06181314773858,9.37469975166481,11.304291903099,8.09277720405464,3.37126559031049,10.2476795710883
"3135",15,225,17,289,1.90144463581964,3.6154917030873,9.78021685774392,7.02633660952195,3.92459899671218,7.99949606045634
"3136",16,256,17,289,1.12342930259183,1.26209339792197,8.85425837325298,5.54914481125977,3.78998774792451,8.78836802760921
"3137",17,289,17,289,0.101509167812765,0.01030411115004,7.1464884465798,5.63153714017535,3.49898046062469,8.55165514236253
"3138",18,324,17,289,-1.30087048048154,1.69226400698826,8.13365765877631,5.61685110939538,1.59567574695477,8.02872372553724
"3139",19,361,17,289,-2.78031688090414,7.73016195824052,8.81370361684144,4.75519637806956,3.54255773523573,9.50507231011049
"3140",20,400,17,289,-3.93997539998963,15.5234061525235,8.41909815515063,3.74933205494938,-0.155161542572623,6.89889281910214
"3141",1,1,18,324,17.9707532613538,322.947972780459,13.3958398117376,14.7843255951555,5.03644534717308,8.03037416337577
"3142",2,4,18,324,16.8007102590054,282.26386520705,13.9787134938696,11.3144975083404,5.02545678639941,9.77670529371935
"3143",3,9,18,324,15.7077204235829,246.732480905445,11.7230924482476,9.95118200552353,5.64590296617008,8.02228509897642
"3144",4,16,18,324,13.0752249495126,170.961507480358,12.7698442306201,13.2448963017789,5.3756336331632,8.00171957729985
"3145",5,25,18,324,13.0492440289818,170.282769727917,12.3908825949608,12.6925049759465,6.93703952468534,7.70784972981446
"3146",6,36,18,324,12.165869444143,148.008379331933,13.9315628572807,12.1907689395824,4.97279555293192,6.3844262964006
"3147",7,49,18,324,10.0036915927194,100.073845482245,11.3201540325662,10.7263892677887,3.64681966351914,9.33142257254326
"3148",8,64,18,324,9.87618893291801,97.5391078386922,11.1892693275384,11.7811347627758,4.13767572497955,9.64755759922872
"3149",9,81,18,324,9.31895698746666,86.8429593342537,12.7131808984367,9.69117946778626,4.84340851755802,9.98779611545901
"3150",10,100,18,324,8.27018267288804,68.3959214429376,14.6456382250042,10.3955754994383,4.07877427460505,8.38744962754897
"3151",11,121,18,324,7.29398999782279,53.2022900883389,12.3970376496269,10.4272413799365,5.77248277761158,10.4758667667992
"3152",12,144,18,324,6.23852054076269,38.919138537518,10.5546873819479,9.19510789310165,5.47141127544053,11.0719170363986
"3153",13,169,18,324,5.81300499243662,33.791027042093,9.90912571356392,10.8918571766423,2.99778292242328,9.93269262763985
"3154",14,196,18,324,4.05162381054834,16.4156555022022,10.1763726331581,8.96449143339515,2.9169990283339,7.89935544603545
"3155",15,225,18,324,2.94892935920507,8.69618436558161,10.7689256542258,9.1610791429924,2.73175714653249,8.52207958466635
"3156",16,256,18,324,2.81600415147841,7.92987938114364,10.6341470246834,7.62642078182815,3.03148794689424,9.01031963742805
"3157",17,289,18,324,1.49770065303892,2.2431072461132,9.89776890970455,9.55333312041421,2.00080126258599,10.8007202157836
"3158",18,324,18,324,0.0939922640100121,0.00883454569372782,9.68567311184554,8.2343665789163,1.47476899634951,7.91754018219257
"3159",19,361,18,324,-1.34676146041602,1.81376643126189,7.90731104548438,7.58025238397236,1.60725042497191,7.52431860656804
"3160",20,400,18,324,-2.61433346895501,6.83473948689834,7.5791717086727,5.96833405417677,1.36659679007741,10.2600350474336
"3161",1,1,19,361,17.8957512364723,320.257912317699,12.7895534932384,14.2783591802518,6.65564737656962,8.42179402836397
"3162",2,4,19,361,16.0956158479676,259.068849525345,13.0959384921434,11.8061441039441,6.87994619768957,7.9328243221569
"3163",3,9,19,361,15.9558273172006,254.588425376325,12.7364027152625,13.302748816867,6.18496551733959,10.3733255329526
"3164",4,16,19,361,15.2402286045253,232.264567918192,13.6128315151265,12.3093075268742,7.05822629139358,9.4585596977965
"3165",5,25,19,361,13.1921145282686,174.031885726955,14.2542475510726,12.9518589250392,5.75887577219836,8.87542236577464
"3166",6,36,19,361,12.8863088195212,166.05695499207,14.5205049243321,12.2473069563361,5.66832939835766,9.4860562843529
"3167",7,49,19,361,12.550962459296,157.526658654657,15.6213150836033,13.7059996101974,4.29389163680375,10.1850578949952
